evaluation_id,student_id,subject_id,evaluation_date,comments,point
820,OGB/2024/91,subject_9,2024-10-06,Fair performance,6
821,OGB/2024/91,subject_6,2024-10-06,Good performance,8
822,OGB/2024/91,subject_3,2024-09-22,Fair performance,6
823,OGB/2024/91,subject_1,2024-09-14,Very bad performance,0
824,OGB/2024/91,subject_7,2024-09-18,Fair performance,6
825,OGB/2024/91,subject_10,2024-10-01,Excellent performance,10
826,OGB/2024/91,subject_5,2024-09-12,Average performance,4
827,OGB/2024/91,subject_2,2024-09-24,Good performance,8
828,OGB/2024/91,subject_4,2024-10-01,Very bad performance,0
829,OGB/2024/92,subject_1,2024-09-15,Fair performance,6
830,OGB/2024/92,subject_14,2024-09-07,Average performance,4
831,OGB/2024/92,subject_15,2024-09-30,Fair performance,6
832,OGB/2024/92,subject_5,2024-09-29,Fair performance,6
833,OGB/2024/92,subject_16,2024-10-02,Very bad performance,0
834,OGB/2024/92,subject_13,2024-09-19,Very bad performance,0
835,OGB/2024/92,subject_23,2024-09-22,Excellent performance,10
836,OGB/2024/92,subject_6,2024-09-11,Below average performance,2
837,OGB/2024/92,subject_17,2024-09-13,Very bad performance,0
838,OGB/2024/93,subject_8,2024-09-16,Good performance,8
839,OGB/2024/93,subject_4,2024-09-23,Fair performance,6
840,OGB/2024/93,subject_9,2024-09-15,Fair performance,6
841,OGB/2024/93,subject_6,2024-09-24,Very bad performance,0
842,OGB/2024/93,subject_7,2024-09-26,Very bad performance,0
843,OGB/2024/93,subject_2,2024-09-20,Average performance,4
844,OGB/2024/93,subject_1,2024-09-13,Excellent performance,10
845,OGB/2024/93,subject_3,2024-10-01,Very bad performance,0
846,OGB/2024/93,subject_5,2024-09-28,Good performance,8
847,OGB/2024/93,subject_10,2024-09-25,Average performance,4
848,OGB/2024/94,subject_9,2024-09-20,Good performance,8
849,OGB/2024/94,subject_8,2024-10-05,Excellent performance,10
850,OGB/2024/94,subject_6,2024-10-02,Very bad performance,0
851,OGB/2024/94,subject_2,2024-09-27,Good performance,8
852,OGB/2024/94,subject_10,2024-09-17,Very bad performance,0
853,OGB/2024/94,subject_7,2024-09-21,Excellent performance,10
854,OGB/2024/94,subject_4,2024-09-19,Below average performance,2
855,OGB/2024/94,subject_3,2024-09-15,Good performance,8
856,OGB/2024/95,subject_6,2024-10-03,Very bad performance,0
857,OGB/2024/95,subject_24,2024-09-23,Good performance,8
858,OGB/2024/95,subject_27,2024-09-29,Very bad performance,0
859,OGB/2024/95,subject_23,2024-09-10,Good performance,8
860,OGB/2024/95,subject_28,2024-09-26,Very bad performance,0
861,OGB/2024/95,subject_26,2024-09-12,Fair performance,6
862,OGB/2024/95,subject_21,2024-10-01,Below average performance,2
863,OGB/2024/95,subject_14,2024-09-08,Fair performance,6
864,OGB/2024/96,subject_7,2024-09-19,Very bad performance,0
865,OGB/2024/96,subject_3,2024-09-20,Below average performance,2
866,OGB/2024/96,subject_6,2024-09-22,Excellent performance,10
867,OGB/2024/96,subject_9,2024-10-02,Very bad performance,0
868,OGB/2024/96,subject_10,2024-09-14,Good performance,8
869,OGB/2024/96,subject_8,2024-09-19,Very bad performance,0
870,OGB/2024/96,subject_5,2024-09-07,Excellent performance,10
871,OGB/2024/96,subject_2,2024-09-16,Excellent performance,10
872,OGB/2024/97,subject_28,2024-09-23,Below average performance,2
873,OGB/2024/97,subject_21,2024-09-07,Below average performance,2
874,OGB/2024/97,subject_18,2024-09-11,Below average performance,2
875,OGB/2024/97,subject_17,2024-09-11,Excellent performance,10
876,OGB/2024/97,subject_6,2024-09-11,Average performance,4
877,OGB/2024/97,subject_29,2024-09-16,Average performance,4
878,OGB/2024/97,subject_22,2024-09-27,Very bad performance,0
879,OGB/2024/97,subject_13,2024-09-09,Excellent performance,10
880,OGB/2024/97,subject_25,2024-09-10,Fair performance,6
881,OGB/2024/97,subject_16,2024-10-06,Very bad performance,0
882,OGB/2024/98,subject_9,2024-09-24,Below average performance,2
883,OGB/2024/98,subject_2,2024-10-06,Excellent performance,10
884,OGB/2024/98,subject_1,2024-09-18,Excellent performance,10
885,OGB/2024/98,subject_7,2024-09-30,Excellent performance,10
886,OGB/2024/98,subject_4,2024-09-21,Excellent performance,10
887,OGB/2024/98,subject_3,2024-09-16,Average performance,4
888,OGB/2024/98,subject_8,2024-09-18,Below average performance,2
889,OGB/2024/98,subject_6,2024-09-18,Below average performance,2
890,OGB/2024/99,subject_6,2024-09-28,Excellent performance,10
891,OGB/2024/99,subject_25,2024-09-25,Excellent performance,10
892,OGB/2024/99,subject_5,2024-09-20,Good performance,8
893,OGB/2024/99,subject_23,2024-09-17,Excellent performance,10
894,OGB/2024/99,subject_26,2024-09-25,Very bad performance,0
895,OGB/2024/99,subject_13,2024-09-29,Good performance,8
896,OGB/2024/99,subject_24,2024-09-26,Good performance,8
897,OGB/2024/99,subject_17,2024-09-28,Below average performance,2
898,OGB/2024/99,subject_29,2024-10-07,Good performance,8
899,OGB/2024/99,subject_22,2024-10-06,Average performance,4
900,OGB/2024/100,subject_5,2024-10-04,Excellent performance,10
901,OGB/2024/100,subject_1,2024-09-15,Good performance,8
902,OGB/2024/100,subject_8,2024-10-05,Very bad performance,0
903,OGB/2024/100,subject_9,2024-09-07,Fair performance,6
904,OGB/2024/100,subject_2,2024-09-22,Excellent performance,10
905,OGB/2024/100,subject_10,2024-09-29,Good performance,8
906,OGB/2024/100,subject_4,2024-10-06,Below average performance,2
907,OGB/2024/100,subject_3,2024-09-30,Below average performance,2
908,OGB/2024/100,subject_7,2024-10-04,Good performance,8
909,OGB/2024/101,subject_3,2024-10-02,Below average performance,2
910,OGB/2024/101,subject_6,2024-09-08,Very bad performance,0
911,OGB/2024/101,subject_4,2024-09-14,Good performance,8
912,OGB/2024/101,subject_7,2024-09-18,Excellent performance,10
913,OGB/2024/101,subject_2,2024-10-05,Below average performance,2
914,OGB/2024/101,subject_9,2024-10-06,Very bad performance,0
915,OGB/2024/101,subject_1,2024-09-14,Very bad performance,0
916,OGB/2024/101,subject_10,2024-09-11,Excellent performance,10
917,OGB/2024/101,subject_8,2024-10-05,Excellent performance,10
918,OGB/2024/102,subject_14,2024-09-14,Fair performance,6
919,OGB/2024/102,subject_26,2024-09-17,Very bad performance,0
920,OGB/2024/102,subject_15,2024-09-17,Below average performance,2
921,OGB/2024/102,subject_18,2024-09-17,Good performance,8
922,OGB/2024/102,subject_27,2024-09-13,Good performance,8
923,OGB/2024/102,subject_22,2024-09-11,Below average performance,2
924,OGB/2024/102,subject_25,2024-09-19,Very bad performance,0
925,OGB/2024/102,subject_17,2024-09-08,Excellent performance,10
926,OGB/2024/103,subject_9,2024-09-19,Good performance,8
927,OGB/2024/103,subject_2,2024-09-08,Fair performance,6
928,OGB/2024/103,subject_6,2024-10-06,Below average performance,2
929,OGB/2024/103,subject_3,2024-09-19,Very bad performance,0
930,OGB/2024/103,subject_10,2024-09-07,Excellent performance,10
931,OGB/2024/103,subject_8,2024-09-20,Average performance,4
932,OGB/2024/103,subject_5,2024-10-05,Fair performance,6
933,OGB/2024/103,subject_7,2024-09-11,Excellent performance,10
934,OGB/2024/103,subject_1,2024-10-07,Excellent performance,10
935,OGB/2024/104,subject_14,2024-09-07,Average performance,4
936,OGB/2024/104,subject_25,2024-09-29,Very bad performance,0
937,OGB/2024/104,subject_28,2024-09-17,Below average performance,2
938,OGB/2024/104,subject_1,2024-09-08,Very bad performance,0
939,OGB/2024/104,subject_23,2024-10-05,Very bad performance,0
940,OGB/2024/104,subject_18,2024-09-08,Fair performance,6
941,OGB/2024/104,subject_15,2024-09-14,Excellent performance,10
942,OGB/2024/104,subject_22,2024-09-12,Fair performance,6
943,OGB/2024/104,subject_27,2024-09-28,Good performance,8
944,OGB/2024/104,subject_29,2024-10-07,Good performance,8
945,OGB/2024/105,subject_16,2024-09-19,Very bad performance,0
946,OGB/2024/105,subject_1,2024-10-03,Below average performance,2
947,OGB/2024/105,subject_15,2024-10-02,Very bad performance,0
948,OGB/2024/105,subject_5,2024-09-16,Fair performance,6
949,OGB/2024/105,subject_27,2024-09-07,Below average performance,2
950,OGB/2024/105,subject_17,2024-10-03,Below average performance,2
951,OGB/2024/105,subject_25,2024-09-12,Average performance,4
952,OGB/2024/105,subject_13,2024-09-19,Excellent performance,10
953,OGB/2024/105,subject_26,2024-10-03,Below average performance,2
954,OGB/2024/105,subject_29,2024-09-26,Fair performance,6
955,OGB/2024/106,subject_16,2024-09-22,Excellent performance,10
956,OGB/2024/106,subject_13,2024-09-29,Excellent performance,10
957,OGB/2024/106,subject_17,2024-09-08,Very bad performance,0
958,OGB/2024/106,subject_26,2024-09-13,Good performance,8
959,OGB/2024/106,subject_24,2024-09-30,Excellent performance,10
960,OGB/2024/106,subject_5,2024-09-23,Fair performance,6
961,OGB/2024/106,subject_1,2024-09-10,Below average performance,2
962,OGB/2024/106,subject_18,2024-09-14,Below average performance,2
963,OGB/2024/107,subject_18,2024-09-26,Fair performance,6
964,OGB/2024/107,subject_1,2024-09-27,Excellent performance,10
965,OGB/2024/107,subject_21,2024-09-26,Fair performance,6
966,OGB/2024/107,subject_28,2024-10-02,Excellent performance,10
967,OGB/2024/107,subject_17,2024-09-18,Excellent performance,10
968,OGB/2024/107,subject_6,2024-09-26,Fair performance,6
969,OGB/2024/107,subject_27,2024-09-21,Fair performance,6
970,OGB/2024/107,subject_24,2024-09-29,Very bad performance,0
971,OGB/2024/107,subject_5,2024-09-13,Very bad performance,0
972,OGB/2024/107,subject_29,2024-09-13,Below average performance,2
973,OGB/2024/108,subject_24,2024-09-10,Below average performance,2
974,OGB/2024/108,subject_1,2024-10-07,Excellent performance,10
975,OGB/2024/108,subject_14,2024-09-09,Average performance,4
976,OGB/2024/108,subject_29,2024-10-05,Good performance,8
977,OGB/2024/108,subject_15,2024-09-09,Good performance,8
978,OGB/2024/108,subject_25,2024-09-14,Excellent performance,10
979,OGB/2024/108,subject_21,2024-09-26,Below average performance,2
980,OGB/2024/108,subject_13,2024-10-04,Very bad performance,0
981,OGB/2024/108,subject_27,2024-09-22,Very bad performance,0
982,OGB/2024/109,subject_23,2024-09-25,Good performance,8
983,OGB/2024/109,subject_13,2024-09-25,Average performance,4
984,OGB/2024/109,subject_15,2024-09-09,Fair performance,6
985,OGB/2024/109,subject_18,2024-10-05,Very bad performance,0
986,OGB/2024/109,subject_24,2024-09-09,Good performance,8
987,OGB/2024/109,subject_16,2024-09-13,Excellent performance,10
988,OGB/2024/109,subject_21,2024-09-25,Below average performance,2
989,OGB/2024/109,subject_29,2024-10-02,Good performance,8
990,OGB/2024/109,subject_5,2024-09-23,Fair performance,6
991,OGB/2024/109,subject_26,2024-10-01,Excellent performance,10
992,OGB/2024/110,subject_14,2024-09-23,Fair performance,6
993,OGB/2024/110,subject_17,2024-09-09,Excellent performance,10
994,OGB/2024/110,subject_29,2024-09-16,Below average performance,2
995,OGB/2024/110,subject_23,2024-10-03,Excellent performance,10
996,OGB/2024/110,subject_22,2024-09-24,Good performance,8
997,OGB/2024/110,subject_5,2024-09-08,Good performance,8
998,OGB/2024/110,subject_24,2024-09-25,Excellent performance,10
999,OGB/2024/110,subject_6,2024-09-13,Fair performance,6
1000,OGB/2024/111,subject_21,2024-09-14,Excellent performance,10
1001,OGB/2024/111,subject_28,2024-09-10,Good performance,8
1002,OGB/2024/111,subject_1,2024-10-04,Excellent performance,10
1003,OGB/2024/111,subject_17,2024-09-18,Good performance,8
1004,OGB/2024/111,subject_25,2024-09-22,Excellent performance,10
1005,OGB/2024/111,subject_27,2024-09-28,Excellent performance,10
1006,OGB/2024/111,subject_18,2024-10-05,Average performance,4
1007,OGB/2024/111,subject_2,2024-09-13,Excellent performance,10
1008,OGB/2024/112,subject_18,2024-09-13,Fair performance,6
1009,OGB/2024/112,subject_1,2024-09-13,Good performance,8
1010,OGB/2024/112,subject_17,2024-09-10,Good performance,8
1011,OGB/2024/112,subject_13,2024-09-19,Very bad performance,0
1012,OGB/2024/112,subject_23,2024-09-10,Excellent performance,10
1013,OGB/2024/112,subject_28,2024-09-23,Very bad performance,0
1014,OGB/2024/112,subject_16,2024-09-09,Good performance,8
1015,OGB/2024/112,subject_2,2024-09-30,Very bad performance,0
1016,OGB/2024/112,subject_6,2024-09-09,Very bad performance,0
1017,OGB/2024/112,subject_27,2024-10-03,Good performance,8
1018,OGB/2024/113,subject_5,2024-09-15,Excellent performance,10
1019,OGB/2024/113,subject_3,2024-10-02,Fair performance,6
1020,OGB/2024/113,subject_10,2024-09-27,Excellent performance,10
1021,OGB/2024/113,subject_2,2024-09-26,Excellent performance,10
1022,OGB/2024/113,subject_8,2024-09-28,Excellent performance,10
1023,OGB/2024/113,subject_7,2024-09-13,Very bad performance,0
1024,OGB/2024/113,subject_6,2024-09-28,Excellent performance,10
1025,OGB/2024/113,subject_4,2024-09-22,Good performance,8
1026,OGB/2024/114,subject_23,2024-09-30,Average performance,4
1027,OGB/2024/114,subject_24,2024-09-13,Excellent performance,10
1028,OGB/2024/114,subject_22,2024-09-24,Very bad performance,0
1029,OGB/2024/114,subject_5,2024-09-23,Fair performance,6
1030,OGB/2024/114,subject_27,2024-10-06,Below average performance,2
1031,OGB/2024/114,subject_14,2024-09-17,Very bad performance,0
1032,OGB/2024/114,subject_2,2024-09-07,Very bad performance,0
1033,OGB/2024/114,subject_29,2024-09-18,Below average performance,2
1034,OGB/2024/115,subject_9,2024-09-15,Excellent performance,10
1035,OGB/2024/115,subject_6,2024-10-07,Good performance,8
1036,OGB/2024/115,subject_3,2024-10-02,Excellent performance,10
1037,OGB/2024/115,subject_2,2024-09-07,Good performance,8
1038,OGB/2024/115,subject_1,2024-09-08,Excellent performance,10
1039,OGB/2024/115,subject_8,2024-09-23,Fair performance,6
1040,OGB/2024/115,subject_7,2024-09-07,Fair performance,6
1041,OGB/2024/115,subject_10,2024-10-01,Good performance,8
1042,OGB/2024/116,subject_17,2024-09-16,Good performance,8
1043,OGB/2024/116,subject_6,2024-09-18,Fair performance,6
1044,OGB/2024/116,subject_24,2024-09-30,Very bad performance,0
1045,OGB/2024/116,subject_21,2024-09-27,Below average performance,2
1046,OGB/2024/116,subject_13,2024-10-05,Average performance,4
1047,OGB/2024/116,subject_22,2024-10-04,Good performance,8
1048,OGB/2024/116,subject_29,2024-09-08,Excellent performance,10
1049,OGB/2024/116,subject_18,2024-09-11,Good performance,8
1050,OGB/2024/116,subject_26,2024-10-07,Good performance,8
1051,OGB/2024/117,subject_17,2024-09-11,Very bad performance,0
1052,OGB/2024/117,subject_25,2024-10-01,Average performance,4
1053,OGB/2024/117,subject_26,2024-09-08,Good performance,8
1054,OGB/2024/117,subject_16,2024-10-06,Fair performance,6
1055,OGB/2024/117,subject_15,2024-09-24,Excellent performance,10
1056,OGB/2024/117,subject_27,2024-09-28,Fair performance,6
1057,OGB/2024/117,subject_18,2024-09-19,Excellent performance,10
1058,OGB/2024/117,subject_28,2024-09-17,Excellent performance,10
1059,OGB/2024/117,subject_22,2024-09-26,Excellent performance,10
1060,OGB/2024/117,subject_2,2024-09-09,Very bad performance,0
1061,OGB/2024/118,subject_25,2024-09-14,Very bad performance,0
1062,OGB/2024/118,subject_17,2024-09-28,Average performance,4
1063,OGB/2024/118,subject_23,2024-10-01,Below average performance,2
1064,OGB/2024/118,subject_6,2024-09-14,Good performance,8
1065,OGB/2024/118,subject_16,2024-09-22,Good performance,8
1066,OGB/2024/118,subject_28,2024-09-15,Excellent performance,10
1067,OGB/2024/118,subject_2,2024-10-01,Very bad performance,0
1068,OGB/2024/118,subject_5,2024-09-16,Very bad performance,0
1069,OGB/2024/118,subject_26,2024-09-08,Excellent performance,10
1070,OGB/2024/118,subject_27,2024-10-01,Fair performance,6
1071,OGB/2024/119,subject_6,2024-09-21,Fair performance,6
1072,OGB/2024/119,subject_7,2024-09-21,Very bad performance,0
1073,OGB/2024/119,subject_4,2024-09-13,Excellent performance,10
1074,OGB/2024/119,subject_8,2024-10-04,Fair performance,6
1075,OGB/2024/119,subject_5,2024-09-24,Very bad performance,0
1076,OGB/2024/119,subject_9,2024-10-02,Excellent performance,10
1077,OGB/2024/119,subject_2,2024-09-29,Excellent performance,10
1078,OGB/2024/119,subject_3,2024-09-07,Excellent performance,10
1079,OGB/2024/119,subject_10,2024-09-16,Very bad performance,0
1080,OGB/2024/119,subject_1,2024-10-02,Very bad performance,0
1081,OGB/2024/120,subject_1,2024-09-13,Excellent performance,10
1082,OGB/2024/120,subject_5,2024-10-05,Very bad performance,0
1083,OGB/2024/120,subject_9,2024-09-14,Excellent performance,10
1084,OGB/2024/120,subject_3,2024-10-02,Good performance,8
1085,OGB/2024/120,subject_6,2024-09-25,Very bad performance,0
1086,OGB/2024/120,subject_7,2024-09-25,Very bad performance,0
1087,OGB/2024/120,subject_10,2024-09-12,Fair performance,6
1088,OGB/2024/120,subject_2,2024-09-19,Below average performance,2
1089,OGB/2024/120,subject_4,2024-09-26,Good performance,8
1090,OGB/2024/121,subject_10,2024-09-08,Very bad performance,0
1091,OGB/2024/121,subject_4,2024-10-01,Fair performance,6
1092,OGB/2024/121,subject_6,2024-09-19,Fair performance,6
1093,OGB/2024/121,subject_2,2024-09-13,Good performance,8
1094,OGB/2024/121,subject_1,2024-09-22,Fair performance,6
1095,OGB/2024/121,subject_8,2024-09-13,Fair performance,6
1096,OGB/2024/121,subject_7,2024-09-16,Fair performance,6
1097,OGB/2024/121,subject_9,2024-09-10,Good performance,8
1098,OGB/2024/122,subject_7,2024-10-07,Excellent performance,10
1099,OGB/2024/122,subject_6,2024-09-19,Good performance,8
1100,OGB/2024/122,subject_2,2024-10-06,Excellent performance,10
1101,OGB/2024/122,subject_10,2024-09-29,Excellent performance,10
1102,OGB/2024/122,subject_3,2024-10-05,Below average performance,2
1103,OGB/2024/122,subject_5,2024-09-30,Good performance,8
1104,OGB/2024/122,subject_8,2024-09-10,Excellent performance,10
1105,OGB/2024/122,subject_4,2024-09-24,Good performance,8
1106,OGB/2024/122,subject_1,2024-09-24,Excellent performance,10
1107,OGB/2024/123,subject_2,2024-09-23,Fair performance,6
1108,OGB/2024/123,subject_10,2024-10-05,Excellent performance,10
1109,OGB/2024/123,subject_8,2024-10-05,Below average performance,2
1110,OGB/2024/123,subject_3,2024-09-25,Excellent performance,10
1111,OGB/2024/123,subject_7,2024-09-30,Excellent performance,10
1112,OGB/2024/123,subject_1,2024-09-21,Good performance,8
1113,OGB/2024/123,subject_9,2024-09-22,Excellent performance,10
1114,OGB/2024/123,subject_4,2024-10-06,Good performance,8
1115,OGB/2024/124,subject_6,2024-10-02,Average performance,4
1116,OGB/2024/124,subject_10,2024-09-24,Good performance,8
1117,OGB/2024/124,subject_9,2024-09-10,Good performance,8
1118,OGB/2024/124,subject_1,2024-09-18,Very bad performance,0
1119,OGB/2024/124,subject_5,2024-10-07,Excellent performance,10
1120,OGB/2024/124,subject_3,2024-09-17,Very bad performance,0
1121,OGB/2024/124,subject_7,2024-09-14,Excellent performance,10
1122,OGB/2024/124,subject_4,2024-09-17,Below average performance,2
1123,OGB/2024/124,subject_8,2024-09-24,Fair performance,6
1124,OGB/2024/125,subject_2,2024-10-04,Excellent performance,10
1125,OGB/2024/125,subject_5,2024-10-01,Good performance,8
1126,OGB/2024/125,subject_21,2024-10-02,Excellent performance,10
1127,OGB/2024/125,subject_25,2024-09-29,Very bad performance,0
1128,OGB/2024/125,subject_23,2024-09-26,Below average performance,2
1129,OGB/2024/125,subject_28,2024-10-04,Good performance,8
1130,OGB/2024/125,subject_26,2024-10-02,Below average performance,2
1131,OGB/2024/125,subject_24,2024-09-28,Excellent performance,10
1132,OGB/2024/125,subject_15,2024-09-25,Good performance,8
1133,OGB/2024/125,subject_18,2024-09-07,Fair performance,6
1134,OGB/2024/126,subject_28,2024-09-21,Average performance,4
1135,OGB/2024/126,subject_23,2024-10-04,Excellent performance,10
1136,OGB/2024/126,subject_26,2024-09-14,Very bad performance,0
1137,OGB/2024/126,subject_5,2024-09-27,Very bad performance,0
1138,OGB/2024/126,subject_15,2024-10-04,Average performance,4
1139,OGB/2024/126,subject_29,2024-09-27,Excellent performance,10
1140,OGB/2024/126,subject_14,2024-10-07,Good performance,8
1141,OGB/2024/126,subject_1,2024-10-06,Excellent performance,10
1142,OGB/2024/126,subject_13,2024-10-01,Below average performance,2
1143,OGB/2024/126,subject_18,2024-09-26,Average performance,4
1144,OGB/2024/127,subject_28,2024-10-05,Excellent performance,10
1145,OGB/2024/127,subject_15,2024-09-24,Excellent performance,10
1146,OGB/2024/127,subject_21,2024-09-22,Fair performance,6
1147,OGB/2024/127,subject_6,2024-09-10,Very bad performance,0
1148,OGB/2024/127,subject_2,2024-09-09,Fair performance,6
1149,OGB/2024/127,subject_14,2024-09-14,Excellent performance,10
1150,OGB/2024/127,subject_23,2024-09-07,Average performance,4
1151,OGB/2024/127,subject_22,2024-09-30,Average performance,4
1152,OGB/2024/127,subject_13,2024-09-26,Very bad performance,0
1153,OGB/2024/128,subject_28,2024-09-25,Fair performance,6
1154,OGB/2024/128,subject_5,2024-09-12,Excellent performance,10
1155,OGB/2024/128,subject_25,2024-09-27,Excellent performance,10
1156,OGB/2024/128,subject_24,2024-09-30,Very bad performance,0
1157,OGB/2024/128,subject_26,2024-09-21,Below average performance,2
1158,OGB/2024/128,subject_16,2024-09-22,Fair performance,6
1159,OGB/2024/128,subject_1,2024-10-01,Good performance,8
1160,OGB/2024/128,subject_27,2024-09-08,Below average performance,2
1161,OGB/2024/128,subject_15,2024-09-14,Average performance,4
1162,OGB/2024/128,subject_18,2024-09-29,Below average performance,2
1163,OGB/2024/129,subject_4,2024-09-26,Fair performance,6
1164,OGB/2024/129,subject_8,2024-09-17,Very bad performance,0
1165,OGB/2024/129,subject_5,2024-10-02,Excellent performance,10
1166,OGB/2024/129,subject_1,2024-10-01,Good performance,8
1167,OGB/2024/129,subject_3,2024-10-01,Fair performance,6
1168,OGB/2024/129,subject_7,2024-09-28,Excellent performance,10
1169,OGB/2024/129,subject_10,2024-09-16,Below average performance,2
1170,OGB/2024/129,subject_6,2024-10-03,Fair performance,6
1171,OGB/2024/129,subject_9,2024-09-16,Very bad performance,0
1172,OGB/2024/129,subject_2,2024-09-16,Excellent performance,10
1173,OGB/2024/130,subject_7,2024-09-26,Excellent performance,10
1174,OGB/2024/130,subject_3,2024-09-14,Very bad performance,0
1175,OGB/2024/130,subject_8,2024-09-28,Excellent performance,10
1176,OGB/2024/130,subject_6,2024-09-30,Excellent performance,10
1177,OGB/2024/130,subject_9,2024-09-23,Excellent performance,10
1178,OGB/2024/130,subject_4,2024-09-27,Below average performance,2
1179,OGB/2024/130,subject_2,2024-09-10,Below average performance,2
1180,OGB/2024/130,subject_10,2024-09-21,Excellent performance,10
1181,OGB/2024/131,subject_6,2024-10-07,Very bad performance,0
1182,OGB/2024/131,subject_9,2024-09-15,Very bad performance,0
1183,OGB/2024/131,subject_2,2024-09-28,Very bad performance,0
1184,OGB/2024/131,subject_4,2024-09-14,Excellent performance,10
1185,OGB/2024/131,subject_10,2024-10-01,Good performance,8
1186,OGB/2024/131,subject_8,2024-10-01,Good performance,8
1187,OGB/2024/131,subject_1,2024-09-20,Excellent performance,10
1188,OGB/2024/131,subject_7,2024-09-21,Excellent performance,10
1189,OGB/2024/131,subject_5,2024-09-12,Below average performance,2
1190,OGB/2024/132,subject_27,2024-09-11,Excellent performance,10
1191,OGB/2024/132,subject_5,2024-10-06,Below average performance,2
1192,OGB/2024/132,subject_26,2024-09-15,Fair performance,6
1193,OGB/2024/132,subject_22,2024-10-04,Average performance,4
1194,OGB/2024/132,subject_29,2024-09-17,Excellent performance,10
1195,OGB/2024/132,subject_16,2024-09-19,Good performance,8
1196,OGB/2024/132,subject_23,2024-09-26,Good performance,8
1197,OGB/2024/132,subject_21,2024-09-30,Excellent performance,10
1198,OGB/2024/132,subject_13,2024-09-30,Very bad performance,0
1199,OGB/2024/132,subject_28,2024-09-27,Fair performance,6
1200,OGB/2024/133,subject_23,2024-09-17,Below average performance,2
1201,OGB/2024/133,subject_27,2024-09-09,Excellent performance,10
1202,OGB/2024/133,subject_22,2024-09-29,Very bad performance,0
1203,OGB/2024/133,subject_1,2024-09-10,Fair performance,6
1204,OGB/2024/133,subject_14,2024-09-17,Excellent performance,10
1205,OGB/2024/133,subject_24,2024-10-06,Excellent performance,10
1206,OGB/2024/133,subject_5,2024-09-16,Excellent performance,10
1207,OGB/2024/133,subject_16,2024-09-18,Excellent performance,10
1208,OGB/2024/134,subject_3,2024-10-04,Excellent performance,10
1209,OGB/2024/134,subject_2,2024-09-24,Below average performance,2
1210,OGB/2024/134,subject_4,2024-09-25,Excellent performance,10
1211,OGB/2024/134,subject_5,2024-09-29,Very bad performance,0
1212,OGB/2024/134,subject_8,2024-10-06,Good performance,8
1213,OGB/2024/134,subject_1,2024-10-04,Excellent performance,10
1214,OGB/2024/134,subject_6,2024-10-06,Excellent performance,10
1215,OGB/2024/134,subject_7,2024-09-19,Fair performance,6
1216,OGB/2024/134,subject_10,2024-09-21,Very bad performance,0
1217,OGB/2024/135,subject_5,2024-10-04,Excellent performance,10
1218,OGB/2024/135,subject_3,2024-09-17,Very bad performance,0
1219,OGB/2024/135,subject_2,2024-09-28,Excellent performance,10
1220,OGB/2024/135,subject_4,2024-09-07,Good performance,8
1221,OGB/2024/135,subject_1,2024-09-08,Very bad performance,0
1222,OGB/2024/135,subject_6,2024-10-02,Fair performance,6
1223,OGB/2024/135,subject_9,2024-09-25,Good performance,8
1224,OGB/2024/135,subject_10,2024-09-16,Good performance,8
1225,OGB/2024/135,subject_7,2024-09-19,Very bad performance,0
1226,OGB/2024/135,subject_8,2024-09-07,Very bad performance,0
1227,OGB/2024/136,subject_5,2024-09-27,Fair performance,6
1228,OGB/2024/136,subject_3,2024-10-02,Good performance,8
1229,OGB/2024/136,subject_6,2024-09-19,Excellent performance,10
1230,OGB/2024/136,subject_7,2024-09-13,Very bad performance,0
1231,OGB/2024/136,subject_9,2024-09-18,Good performance,8
1232,OGB/2024/136,subject_4,2024-10-04,Fair performance,6
1233,OGB/2024/136,subject_8,2024-09-23,Good performance,8
1234,OGB/2024/136,subject_10,2024-09-21,Fair performance,6
1235,OGB/2024/137,subject_2,2024-10-03,Very bad performance,0
1236,OGB/2024/137,subject_8,2024-09-11,Below average performance,2
1237,OGB/2024/137,subject_1,2024-10-05,Good performance,8
1238,OGB/2024/137,subject_10,2024-09-23,Excellent performance,10
1239,OGB/2024/137,subject_4,2024-09-20,Excellent performance,10
1240,OGB/2024/137,subject_7,2024-09-20,Fair performance,6
1241,OGB/2024/137,subject_3,2024-09-21,Excellent performance,10
1242,OGB/2024/137,subject_5,2024-09-16,Very bad performance,0
1243,OGB/2024/137,subject_6,2024-10-05,Below average performance,2
1244,OGB/2024/137,subject_9,2024-09-21,Good performance,8
1245,OGB/2024/138,subject_6,2024-10-03,Good performance,8
1246,OGB/2024/138,subject_2,2024-10-06,Very bad performance,0
1247,OGB/2024/138,subject_5,2024-09-27,Good performance,8
1248,OGB/2024/138,subject_1,2024-10-03,Fair performance,6
1249,OGB/2024/138,subject_10,2024-09-07,Good performance,8
1250,OGB/2024/138,subject_4,2024-09-19,Excellent performance,10
1251,OGB/2024/138,subject_8,2024-10-01,Fair performance,6
1252,OGB/2024/138,subject_3,2024-10-04,Fair performance,6
1253,OGB/2024/138,subject_9,2024-09-24,Excellent performance,10
1254,OGB/2024/139,subject_14,2024-09-26,Very bad performance,0
1255,OGB/2024/139,subject_21,2024-09-30,Fair performance,6
1256,OGB/2024/139,subject_22,2024-09-23,Very bad performance,0
1257,OGB/2024/139,subject_17,2024-09-25,Very bad performance,0
1258,OGB/2024/139,subject_5,2024-09-19,Very bad performance,0
