academic_record_id,student_id,subject_id,attendance_percentage,assignment_score,exam_score,final_grade
1056,OGB/2024/116,subject_9,73.97,81.63,66.35,73.38
1057,OGB/2024/116,subject_6,83.79,92.5,93.36,93.18
1058,OGB/2024/116,subject_5,72.11,89.02,96.23,91.9
1059,OGB/2024/116,subject_4,77.77,42.35,64.53,65.03
1060,OGB/2024/116,subject_7,85.46,74.5,74.6,75.26
1061,OGB/2024/116,subject_10,70.21,62.15,41.98,49.78
1062,OGB/2024/116,subject_1,99.57,68.99,48.74,61.0
1063,OGB/2024/117,subject_25,68.43,53.89,58.75,57.15
1064,OGB/2024/117,subject_2,76.94,68.42,69.4,73.31
1065,OGB/2024/117,subject_18,64.66,74.2,73.97,69.88
1066,OGB/2024/117,subject_6,76.81,62.74,85.45,76.21
1067,OGB/2024/117,subject_1,79.01,71.55,98.74,91.84
1068,OGB/2024/117,subject_17,87.42,75.17,51.58,60.58
1069,OGB/2024/117,subject_13,79.92,57.11,83.48,79.09
1070,OGB/2024/117,subject_24,53.25,89.89,97.05,85.99
1071,OGB/2024/117,subject_23,56.48,60.14,82.57,73.47
1072,OGB/2024/117,subject_26,53.32,50.95,97.85,78.67
1073,OGB/2024/118,subject_1,93.46,43.04,50.47,60.36
1074,OGB/2024/118,subject_10,73.7,97.23,97.68,91.29
1075,OGB/2024/118,subject_4,94.17,46.82,78.64,77.63
1076,OGB/2024/118,subject_9,75.05,52.56,64.25,61.31
1077,OGB/2024/118,subject_5,85.32,77.44,70.65,74.01
1078,OGB/2024/118,subject_6,86.73,65.75,98.67,88.04
1079,OGB/2024/118,subject_8,81.46,41.35,70.23,67.42
1080,OGB/2024/118,subject_7,76.03,54.48,48.25,55.34
1081,OGB/2024/118,subject_2,82.44,95.95,66.33,77.94
1082,OGB/2024/119,subject_1,83.68,78.5,60.72,70.95
1083,OGB/2024/119,subject_5,61.62,75.13,93.15,81.89
1084,OGB/2024/119,subject_8,78.25,66.88,52.03,57.34
1085,OGB/2024/119,subject_10,62.64,88.02,72.9,73.21
1086,OGB/2024/119,subject_9,60.22,98.48,57.79,68.44
1087,OGB/2024/119,subject_6,53.04,98.21,67.34,71.79
1088,OGB/2024/119,subject_7,54.94,67.09,90.98,77.54
1089,OGB/2024/119,subject_3,56.12,65.47,91.09,77.89
1090,OGB/2024/119,subject_2,75.62,76.63,70.53,71.09
1091,OGB/2024/120,subject_3,76.09,85.68,61.79,71.51
1092,OGB/2024/120,subject_8,61.88,94.16,71.91,76.75
1093,OGB/2024/120,subject_1,61.83,64.08,50.78,52.93
1094,OGB/2024/120,subject_10,61.73,48.43,89.21,74.4
1095,OGB/2024/120,subject_5,74.57,43.54,79.72,72.43
1096,OGB/2024/120,subject_9,55.96,76.69,61.47,60.93
1097,OGB/2024/120,subject_7,52.62,57.85,62.03,61.94
1098,OGB/2024/120,subject_4,51.73,40.48,61.04,57.27
1099,OGB/2024/120,subject_6,82.01,97.38,94.52,93.47
1100,OGB/2024/121,subject_4,81.33,43.98,78.52,73.89
1101,OGB/2024/121,subject_3,57.38,76.39,86.76,78.23
1102,OGB/2024/121,subject_9,57.33,94.85,78.77,77.63
1103,OGB/2024/121,subject_10,93.9,79.82,47.37,64.33
1104,OGB/2024/121,subject_2,59.44,86.9,47.04,57.02
1105,OGB/2024/121,subject_1,51.45,51.95,72.36,64.77
1106,OGB/2024/121,subject_6,59.25,85.26,62.31,64.73
1107,OGB/2024/121,subject_5,83.79,99.1,57.51,68.21
1108,OGB/2024/121,subject_7,58.5,45.65,52.59,49.68
1109,OGB/2024/121,subject_8,75.44,40.88,56.97,55.41
1110,OGB/2024/122,subject_25,62.49,47.92,56.54,55.24
1111,OGB/2024/122,subject_26,56.88,48.76,84.0,72.54
1112,OGB/2024/122,subject_14,54.26,68.65,69.96,64.22
1113,OGB/2024/122,subject_16,69.41,87.97,83.73,84.43
1114,OGB/2024/122,subject_24,73.76,61.78,65.91,66.28
1115,OGB/2024/122,subject_22,51.08,65.45,44.05,48.26
1116,OGB/2024/122,subject_5,56.03,53.11,58.78,58.17
1117,OGB/2024/122,subject_6,53.21,51.24,94.41,76.8
1118,OGB/2024/123,subject_5,97.5,51.18,41.49,55.07
1119,OGB/2024/123,subject_2,87.83,81.55,87.2,84.72
1120,OGB/2024/123,subject_1,56.22,45.81,75.79,67.77
1121,OGB/2024/123,subject_6,66.63,86.98,40.15,52.73
1122,OGB/2024/123,subject_4,87.28,80.11,76.48,79.48
1123,OGB/2024/123,subject_3,61.72,96.91,77.51,76.25
1124,OGB/2024/123,subject_10,86.78,54.63,62.83,65.63
1125,OGB/2024/123,subject_9,91.98,75.85,74.1,77.25
1126,OGB/2024/124,subject_22,65.84,72.01,45.48,52.8
1127,OGB/2024/124,subject_13,68.67,95.31,95.53,93.09
1128,OGB/2024/124,subject_26,63.2,74.57,54.98,57.55
1129,OGB/2024/124,subject_2,87.58,68.35,52.24,64.09
1130,OGB/2024/124,subject_27,70.21,92.46,71.37,72.52
1131,OGB/2024/124,subject_14,88.51,85.25,44.13,62.45
1132,OGB/2024/124,subject_23,59.07,91.93,79.63,77.29
1133,OGB/2024/124,subject_29,52.5,80.23,78.33,73.09
1134,OGB/2024/125,subject_3,75.56,51.63,74.28,68.17
1135,OGB/2024/125,subject_7,71.79,53.97,75.64,68.83
1136,OGB/2024/125,subject_8,91.96,72.63,61.99,69.76
1137,OGB/2024/125,subject_10,78.81,72.51,66.39,73.02
1138,OGB/2024/125,subject_4,74.38,69.46,46.43,55.63
1139,OGB/2024/125,subject_5,64.59,74.52,62.58,63.78
1140,OGB/2024/125,subject_6,57.55,55.71,63.53,60.09
1141,OGB/2024/125,subject_2,55.34,72.05,78.06,71.27
1142,OGB/2024/126,subject_29,79.95,65.84,41.17,52.56
1143,OGB/2024/126,subject_17,56.75,41.2,88.34,71.68
1144,OGB/2024/126,subject_16,53.51,86.03,72.38,68.64
1145,OGB/2024/126,subject_23,82.93,89.2,98.52,91.97
1146,OGB/2024/126,subject_14,60.29,77.52,57.08,61.67
1147,OGB/2024/126,subject_15,67.11,49.74,73.42,70.1
1148,OGB/2024/126,subject_25,93.28,76.94,94.98,92.23
1149,OGB/2024/126,subject_1,69.93,68.53,89.62,82.15
1150,OGB/2024/127,subject_7,93.25,55.02,67.42,71.86
1151,OGB/2024/127,subject_8,64.46,44.98,41.23,49.21
1152,OGB/2024/127,subject_3,84.08,61.28,66.88,67.47
1153,OGB/2024/127,subject_10,69.72,98.13,85.42,87.08
1154,OGB/2024/127,subject_5,93.94,66.12,67.68,73.73
1155,OGB/2024/127,subject_1,90.79,68.43,45.59,58.18
1156,OGB/2024/127,subject_9,84.65,57.21,49.11,58.83
1157,OGB/2024/127,subject_4,97.27,77.69,42.37,63.17
1158,OGB/2024/128,subject_26,84.74,64.9,72.93,73.83
1159,OGB/2024/128,subject_25,88.88,43.13,74.58,69.79
1160,OGB/2024/128,subject_16,65.67,82.87,96.79,89.83
1161,OGB/2024/128,subject_2,58.81,46.14,68.14,61.35
1162,OGB/2024/128,subject_28,84.8,49.82,87.11,77.8
1163,OGB/2024/128,subject_24,82.6,55.14,44.62,51.74
1164,OGB/2024/128,subject_1,61.04,40.13,76.94,64.3
1165,OGB/2024/128,subject_22,74.68,43.38,66.68,65.99
1166,OGB/2024/128,subject_27,70.01,43.1,97.96,82.27
1167,OGB/2024/129,subject_3,68.23,67.21,65.91,65.03
1168,OGB/2024/129,subject_5,57.76,93.5,47.99,60.1
1169,OGB/2024/129,subject_9,83.71,61.87,81.5,77.68
1170,OGB/2024/129,subject_4,66.94,66.64,93.42,82.85
1171,OGB/2024/129,subject_1,55.54,90.29,90.2,80.5
1172,OGB/2024/129,subject_8,67.89,90.39,81.18,79.44
1173,OGB/2024/129,subject_7,62.19,84.98,55.12,62.4
1174,OGB/2024/129,subject_2,85.97,51.95,93.16,81.7
1175,OGB/2024/129,subject_10,72.93,93.18,66.96,70.46
1176,OGB/2024/130,subject_17,77.71,99.24,54.81,66.18
1177,OGB/2024/130,subject_18,79.49,45.82,68.29,63.26
1178,OGB/2024/130,subject_22,60.07,71.51,44.54,54.87
1179,OGB/2024/130,subject_16,56.11,65.87,88.59,79.41
1180,OGB/2024/130,subject_15,77.18,75.05,82.25,82.37
1181,OGB/2024/130,subject_13,67.18,55.63,56.62,57.53
1182,OGB/2024/130,subject_14,88.62,81.71,44.67,62.88
1183,OGB/2024/130,subject_5,64.24,88.54,85.47,80.42
1184,OGB/2024/130,subject_25,53.11,62.09,92.67,78.43
1185,OGB/2024/130,subject_21,50.33,92.12,84.12,81.22
1186,OGB/2024/131,subject_9,78.35,59.72,76.92,76.55
1187,OGB/2024/131,subject_8,59.45,54.78,56.4,57.74
1188,OGB/2024/131,subject_4,98.37,84.89,73.99,82.53
1189,OGB/2024/131,subject_2,86.0,54.66,92.42,84.97
1190,OGB/2024/131,subject_7,77.2,54.58,51.79,57.1
1191,OGB/2024/131,subject_6,76.06,52.27,79.5,72.32
1192,OGB/2024/131,subject_3,76.22,59.58,94.18,81.64
1193,OGB/2024/131,subject_1,81.45,88.53,96.05,92.24
1194,OGB/2024/132,subject_27,70.53,56.45,58.06,62.31
1195,OGB/2024/132,subject_13,93.93,67.76,43.14,57.71
1196,OGB/2024/132,subject_6,69.57,67.79,56.67,61.62
1197,OGB/2024/132,subject_1,52.99,90.08,71.83,72.47
1198,OGB/2024/132,subject_16,98.43,95.61,72.45,85.11
1199,OGB/2024/132,subject_29,55.44,48.45,57.49,56.05
1200,OGB/2024/132,subject_25,72.15,52.87,78.13,71.61
1201,OGB/2024/132,subject_2,88.6,74.34,54.37,62.32
1202,OGB/2024/132,subject_23,62.71,66.9,42.44,49.85
1203,OGB/2024/132,subject_21,50.44,99.41,65.79,66.51
1204,OGB/2024/133,subject_14,60.82,41.23,43.13,44.33
1205,OGB/2024/133,subject_29,87.18,98.68,97.08,93.42
1206,OGB/2024/133,subject_26,93.27,94.39,62.05,74.88
1207,OGB/2024/133,subject_25,53.59,73.83,54.95,56.22
1208,OGB/2024/133,subject_1,53.71,53.23,81.86,70.55
1209,OGB/2024/133,subject_23,80.81,94.68,44.08,60.97
1210,OGB/2024/133,subject_16,93.26,92.84,40.87,63.51
1211,OGB/2024/133,subject_18,53.99,85.22,59.31,66.35
1212,OGB/2024/133,subject_6,57.97,55.16,95.44,80.23
1213,OGB/2024/133,subject_22,87.1,97.34,78.21,82.92
1214,OGB/2024/134,subject_7,68.18,57.63,90.5,79.88
1215,OGB/2024/134,subject_9,94.87,78.42,88.46,86.01
1216,OGB/2024/134,subject_2,84.36,43.96,43.01,52.82
1217,OGB/2024/134,subject_6,79.15,87.39,53.94,64.8
1218,OGB/2024/134,subject_1,67.88,92.13,75.39,74.39
1219,OGB/2024/134,subject_3,73.47,80.05,63.29,70.66
1220,OGB/2024/134,subject_8,92.65,90.35,90.74,92.44
1221,OGB/2024/134,subject_5,80.74,47.91,83.64,76.47
1222,OGB/2024/134,subject_4,53.91,92.27,90.55,84.49
1223,OGB/2024/134,subject_10,95.05,68.85,59.04,70.44
1224,OGB/2024/135,subject_26,55.58,99.97,46.61,59.45
1225,OGB/2024/135,subject_16,59.64,99.05,90.05,84.8
1226,OGB/2024/135,subject_15,55.19,69.53,45.68,54.02
1227,OGB/2024/135,subject_24,57.67,78.63,59.24,60.93
1228,OGB/2024/135,subject_14,72.68,78.6,52.7,60.74
1229,OGB/2024/135,subject_23,53.57,46.99,82.27,67.67
1230,OGB/2024/135,subject_5,98.04,86.76,60.29,73.84
1231,OGB/2024/135,subject_17,69.75,58.6,55.71,56.23
1232,OGB/2024/136,subject_29,85.54,77.31,46.61,61.61
1233,OGB/2024/136,subject_26,65.25,61.06,96.25,82.45
1234,OGB/2024/136,subject_6,88.17,54.2,50.77,61.61
1235,OGB/2024/136,subject_18,50.34,65.41,84.94,75.86
1236,OGB/2024/136,subject_2,82.58,51.32,43.03,50.41
1237,OGB/2024/136,subject_16,51.11,57.34,48.89,49.7
1238,OGB/2024/136,subject_13,95.04,40.58,49.39,59.39
1239,OGB/2024/136,subject_23,99.7,70.06,58.97,72.29
1240,OGB/2024/136,subject_28,60.06,68.95,57.74,57.57
1241,OGB/2024/137,subject_1,57.24,92.83,53.57,61.46
1242,OGB/2024/137,subject_10,64.88,79.68,58.38,61.53
1243,OGB/2024/137,subject_6,56.3,46.96,92.95,74.23
1244,OGB/2024/137,subject_8,78.2,66.14,60.49,65.28
1245,OGB/2024/137,subject_7,81.52,69.58,78.64,79.9
1246,OGB/2024/137,subject_5,94.37,93.39,85.79,86.84
1247,OGB/2024/137,subject_4,76.04,75.68,67.42,71.26
1248,OGB/2024/137,subject_2,80.8,55.05,52.78,59.26
1249,OGB/2024/138,subject_5,53.05,67.97,60.89,60.45
1250,OGB/2024/138,subject_3,67.39,53.23,44.57,50.38
1251,OGB/2024/138,subject_7,81.63,81.66,85.13,81.47
1252,OGB/2024/138,subject_10,72.89,65.64,58.66,59.99
1253,OGB/2024/138,subject_8,99.5,84.27,73.61,78.61
1254,OGB/2024/138,subject_1,51.3,52.62,41.24,47.71
1255,OGB/2024/138,subject_6,82.54,47.32,75.74,72.79
1256,OGB/2024/138,subject_2,83.55,66.58,60.32,66.95
1257,OGB/2024/138,subject_9,64.84,97.14,93.73,88.99
1258,OGB/2024/139,subject_17,51.35,91.78,73.32,69.72
1259,OGB/2024/139,subject_26,82.66,73.45,75.17,75.77
1260,OGB/2024/139,subject_16,85.66,57.1,49.41,60.07
1261,OGB/2024/139,subject_13,77.52,53.92,73.03,68.43
1262,OGB/2024/139,subject_25,58.4,61.97,63.47,63.89
1263,OGB/2024/139,subject_23,64.83,51.95,76.3,70.41
1264,OGB/2024/139,subject_6,71.03,70.23,77.71,72.65
1265,OGB/2024/139,subject_14,62.2,45.73,85.99,73.02
1266,OGB/2024/140,subject_3,51.56,94.61,81.68,76.76
1267,OGB/2024/140,subject_6,59.44,74.49,41.81,54.26
1268,OGB/2024/140,subject_9,82.0,56.45,55.08,58.5
1269,OGB/2024/140,subject_7,74.25,47.93,86.32,74.34
1270,OGB/2024/140,subject_4,87.68,48.2,51.13,59.49
1271,OGB/2024/140,subject_10,61.75,84.68,93.56,82.47
1272,OGB/2024/140,subject_5,61.49,78.08,79.03,73.16
1273,OGB/2024/140,subject_1,75.08,72.02,83.51,81.3
1274,OGB/2024/140,subject_8,83.91,99.73,84.23,84.45
1275,OGB/2024/140,subject_2,81.75,48.34,65.41,66.83
1276,OGB/2024/141,subject_5,59.41,48.37,72.96,63.48
1277,OGB/2024/141,subject_2,81.99,68.23,95.45,88.7
1278,OGB/2024/141,subject_1,57.27,66.53,60.08,63.74
1279,OGB/2024/141,subject_7,92.73,68.28,91.5,87.19
1280,OGB/2024/141,subject_4,83.24,41.16,83.39,76.14
1281,OGB/2024/141,subject_10,61.17,76.12,66.34,68.71
1282,OGB/2024/141,subject_6,97.76,51.23,52.72,63.88
1283,OGB/2024/141,subject_9,87.92,78.94,66.15,75.36
1284,OGB/2024/141,subject_3,79.07,44.96,43.21,53.01
1285,OGB/2024/141,subject_8,55.2,68.47,59.15,61.43
1286,OGB/2024/142,subject_17,60.96,63.2,49.61,53.87
1287,OGB/2024/142,subject_26,96.91,44.12,92.86,81.68
1288,OGB/2024/142,subject_1,73.57,42.97,96.76,81.93
1289,OGB/2024/142,subject_27,83.89,44.26,53.44,58.87
1290,OGB/2024/142,subject_15,95.39,65.64,55.49,62.62
1291,OGB/2024/142,subject_2,62.19,82.72,67.03,68.74
1292,OGB/2024/142,subject_28,75.97,69.36,75.39,72.63
1293,OGB/2024/142,subject_13,80.04,44.52,94.82,82.06
1294,OGB/2024/142,subject_14,98.0,56.29,62.49,68.26
1295,OGB/2024/143,subject_27,54.88,88.97,69.01,70.78
1296,OGB/2024/143,subject_26,95.45,87.77,86.22,89.05
1297,OGB/2024/143,subject_1,62.19,71.55,52.17,60.39
1298,OGB/2024/143,subject_18,62.42,48.78,41.48,46.11
1299,OGB/2024/143,subject_25,72.23,49.06,95.53,82.7
1300,OGB/2024/143,subject_5,85.15,67.72,63.15,67.9
1301,OGB/2024/143,subject_2,95.51,54.55,92.83,87.01
1302,OGB/2024/143,subject_22,89.98,86.43,50.39,66.74
1303,OGB/2024/143,subject_28,55.07,71.26,48.52,52.71
1304,OGB/2024/144,subject_17,79.28,75.4,96.98,87.33
1305,OGB/2024/144,subject_5,62.7,63.17,86.04,78.45
1306,OGB/2024/144,subject_26,70.46,92.6,58.43,66.47
1307,OGB/2024/144,subject_6,60.51,55.07,94.42,81.85
1308,OGB/2024/144,subject_13,99.81,60.24,91.95,89.64
1309,OGB/2024/144,subject_25,80.55,40.65,75.74,70.51
1310,OGB/2024/144,subject_15,74.52,92.56,73.08,80.2
1311,OGB/2024/144,subject_14,65.85,85.31,64.25,69.01
1312,OGB/2024/144,subject_23,51.18,69.48,58.58,60.46
1313,OGB/2024/145,subject_1,66.19,42.25,65.64,60.93
1314,OGB/2024/145,subject_25,56.68,44.61,93.18,77.25
1315,OGB/2024/145,subject_14,89.5,42.77,40.76,50.59
1316,OGB/2024/145,subject_28,67.92,69.24,65.84,66.3
1317,OGB/2024/145,subject_5,72.76,71.33,81.45,76.48
1318,OGB/2024/145,subject_29,88.3,81.59,67.81,76.81
1319,OGB/2024/145,subject_17,91.73,62.81,50.1,60.35
1320,OGB/2024/145,subject_16,84.89,63.09,80.39,77.51
1321,OGB/2024/146,subject_16,74.1,83.29,98.17,88.9
1322,OGB/2024/146,subject_1,62.63,60.92,88.39,77.12
1323,OGB/2024/146,subject_5,97.17,78.56,50.0,67.13
1324,OGB/2024/146,subject_22,87.47,76.23,79.97,78.47
1325,OGB/2024/146,subject_6,67.35,62.39,60.6,64.08
1326,OGB/2024/146,subject_18,98.06,76.98,48.45,65.09
1327,OGB/2024/146,subject_24,56.22,51.37,48.63,51.78
1328,OGB/2024/146,subject_17,50.54,82.43,66.01,66.02
1329,OGB/2024/147,subject_9,97.45,73.62,97.66,95.53
1330,OGB/2024/147,subject_4,83.77,63.12,90.76,86.05
1331,OGB/2024/147,subject_6,63.21,45.39,59.01,59.94
1332,OGB/2024/147,subject_7,59.65,90.38,67.04,73.07
1333,OGB/2024/147,subject_8,65.67,57.99,44.25,48.38
1334,OGB/2024/147,subject_1,95.05,44.44,74.91,72.15
1335,OGB/2024/147,subject_2,97.46,53.81,65.07,68.21
1336,OGB/2024/147,subject_3,83.84,67.29,86.16,84.63
1337,OGB/2024/148,subject_14,88.05,86.09,70.44,75.91
1338,OGB/2024/148,subject_29,50.16,46.67,89.69,72.32
1339,OGB/2024/148,subject_21,57.06,50.08,41.25,48.55
1340,OGB/2024/148,subject_27,71.16,64.74,71.37,71.21
1341,OGB/2024/148,subject_5,55.07,71.9,85.63,76.06
1342,OGB/2024/148,subject_22,67.67,54.61,51.97,54.0
1343,OGB/2024/148,subject_15,56.14,88.31,89.36,84.47
1344,OGB/2024/148,subject_6,71.9,41.51,51.59,50.88
1345,OGB/2024/148,subject_26,72.18,51.44,62.05,60.37
1346,OGB/2024/149,subject_13,90.81,74.13,73.13,74.92
1347,OGB/2024/149,subject_5,87.68,43.43,76.56,73.26
1348,OGB/2024/149,subject_6,66.55,94.13,44.31,55.73
1349,OGB/2024/149,subject_29,80.91,67.22,89.86,82.59
1350,OGB/2024/149,subject_26,96.66,64.01,92.21,84.8
1351,OGB/2024/149,subject_18,64.31,61.23,72.86,66.08
1352,OGB/2024/149,subject_23,98.43,99.65,87.25,92.08
1353,OGB/2024/149,subject_16,99.21,67.53,51.5,61.85
1354,OGB/2024/149,subject_24,99.71,47.22,51.77,59.96
1355,OGB/2024/150,subject_1,87.62,80.46,48.28,64.31
1356,OGB/2024/150,subject_9,98.73,41.31,88.39,80.0
1357,OGB/2024/150,subject_4,94.66,70.53,64.47,73.44
1358,OGB/2024/150,subject_10,97.63,88.03,45.13,66.96
1359,OGB/2024/150,subject_7,57.01,72.67,88.67,81.0
1360,OGB/2024/150,subject_3,63.08,66.31,63.34,61.06
1361,OGB/2024/150,subject_2,67.99,74.76,54.92,62.48
1362,OGB/2024/150,subject_8,53.15,72.54,74.28,69.59
1363,OGB/2024/151,subject_27,55.63,60.81,67.95,65.65
1364,OGB/2024/151,subject_18,70.08,45.95,79.02,73.15
1365,OGB/2024/151,subject_17,73.14,62.8,86.04,79.68
1366,OGB/2024/151,subject_21,70.62,68.13,91.51,81.96
1367,OGB/2024/151,subject_29,84.69,82.11,67.91,74.69
1368,OGB/2024/151,subject_13,91.85,61.75,72.07,75.81
1369,OGB/2024/151,subject_22,86.53,71.07,84.34,82.71
1370,OGB/2024/151,subject_15,99.49,66.19,48.58,64.91
1371,OGB/2024/152,subject_5,96.38,78.99,70.34,79.08
1372,OGB/2024/152,subject_9,56.94,84.7,62.51,64.66
1373,OGB/2024/152,subject_8,87.05,49.42,88.67,77.8
1374,OGB/2024/152,subject_10,76.72,59.32,90.32,80.34
1375,OGB/2024/152,subject_4,73.83,73.17,41.29,54.37
1376,OGB/2024/152,subject_3,67.32,62.58,50.38,59.05
1377,OGB/2024/152,subject_1,62.22,95.2,94.87,86.49
1378,OGB/2024/152,subject_6,69.82,89.59,66.18,72.76
1379,OGB/2024/152,subject_7,51.8,48.71,99.87,82.6
1380,OGB/2024/152,subject_2,54.03,80.21,83.78,77.81
1381,OGB/2024/153,subject_14,89.36,78.88,76.57,80.94
1382,OGB/2024/153,subject_28,62.25,84.12,65.87,69.96
1383,OGB/2024/153,subject_2,62.01,81.76,81.21,78.81
1384,OGB/2024/153,subject_21,98.15,44.92,73.77,74.27
1385,OGB/2024/153,subject_25,60.7,44.18,86.19,69.83
1386,OGB/2024/153,subject_17,86.61,92.28,50.15,63.55
1387,OGB/2024/153,subject_22,62.1,44.03,57.72,56.92
1388,OGB/2024/153,subject_1,54.78,75.65,53.36,58.39
1389,OGB/2024/154,subject_8,66.01,66.19,51.11,58.8
1390,OGB/2024/154,subject_4,69.17,87.84,65.76,69.4
1391,OGB/2024/154,subject_9,79.07,75.58,92.34,85.88
1392,OGB/2024/154,subject_3,94.55,62.59,53.38,60.56
1393,OGB/2024/154,subject_1,92.31,56.63,79.72,77.16
1394,OGB/2024/154,subject_5,60.54,95.6,77.45,75.74
1395,OGB/2024/154,subject_7,76.39,99.91,40.56,61.54
1396,OGB/2024/154,subject_10,82.12,43.31,86.5,78.5
1397,OGB/2024/154,subject_2,86.48,64.6,77.45,79.55
1398,OGB/2024/154,subject_6,94.3,81.12,44.28,59.05
1399,OGB/2024/155,subject_4,67.17,77.9,80.06,79.44
1400,OGB/2024/155,subject_7,96.49,61.08,44.87,60.13
1401,OGB/2024/155,subject_2,93.93,49.47,86.37,81.59
1402,OGB/2024/155,subject_8,78.04,66.36,60.88,68.17
1403,OGB/2024/155,subject_9,88.66,62.95,82.69,78.28
1404,OGB/2024/155,subject_5,56.65,80.92,53.21,61.35
1405,OGB/2024/155,subject_6,85.2,97.67,74.76,83.73
1406,OGB/2024/155,subject_1,55.23,58.54,63.49,59.6
1407,OGB/2024/155,subject_3,61.37,40.6,45.01,48.46
1408,OGB/2024/155,subject_10,61.34,74.69,60.13,61.63
1409,OGB/2024/156,subject_3,82.61,72.0,53.32,62.24
1410,OGB/2024/156,subject_7,66.68,92.13,43.74,60.25
1411,OGB/2024/156,subject_6,83.77,85.89,63.25,74.46
1412,OGB/2024/156,subject_1,97.01,74.52,44.08,63.02
1413,OGB/2024/156,subject_5,60.15,64.5,84.25,74.77
1414,OGB/2024/156,subject_9,89.96,63.04,63.73,66.71
1415,OGB/2024/156,subject_8,83.63,69.58,58.66,63.67
1416,OGB/2024/156,subject_4,70.63,50.79,58.23,56.45
1417,OGB/2024/156,subject_10,71.7,72.79,83.01,78.68
1418,OGB/2024/156,subject_2,74.07,92.58,95.28,91.34
1419,OGB/2024/157,subject_28,99.84,46.13,94.14,82.78
1420,OGB/2024/157,subject_26,87.85,76.81,92.97,86.37
1421,OGB/2024/157,subject_2,96.07,76.31,48.09,65.59
1422,OGB/2024/157,subject_25,89.13,83.24,74.59,80.86
1423,OGB/2024/157,subject_14,87.14,54.66,82.88,75.89
1424,OGB/2024/157,subject_24,81.75,41.75,64.65,63.51
1425,OGB/2024/157,subject_22,98.11,53.45,61.51,69.18
1426,OGB/2024/157,subject_15,69.8,59.03,63.31,66.04
1427,OGB/2024/157,subject_21,81.06,96.49,85.41,87.98
1428,OGB/2024/158,subject_4,96.96,95.91,89.55,91.3
1429,OGB/2024/158,subject_1,50.11,41.38,93.93,75.97
1430,OGB/2024/158,subject_10,67.08,42.79,88.24,75.26
1431,OGB/2024/158,subject_8,73.47,63.72,92.32,80.69
1432,OGB/2024/158,subject_9,55.09,94.18,61.06,64.27
1433,OGB/2024/158,subject_6,50.47,74.42,95.34,85.17
1434,OGB/2024/158,subject_5,91.9,60.0,55.77,63.06
1435,OGB/2024/158,subject_2,74.87,49.45,74.75,68.27
1436,OGB/2024/158,subject_3,62.59,67.8,56.98,61.17
1437,OGB/2024/159,subject_10,84.06,62.46,52.68,62.38
1438,OGB/2024/159,subject_6,89.33,41.78,52.22,58.41
1439,OGB/2024/159,subject_8,83.08,70.69,94.06,88.22
1440,OGB/2024/159,subject_7,97.95,69.01,89.69,87.88
1441,OGB/2024/159,subject_3,55.26,92.39,69.63,70.89
1442,OGB/2024/159,subject_4,61.33,82.33,48.01,57.84
1443,OGB/2024/159,subject_9,93.82,70.13,80.74,81.41
1444,OGB/2024/159,subject_1,93.02,45.84,51.55,59.67
1445,OGB/2024/159,subject_2,85.77,79.78,49.13,60.48
1446,OGB/2024/159,subject_5,50.58,47.6,97.26,79.52
1447,OGB/2024/160,subject_3,63.07,69.71,40.03,51.09
1448,OGB/2024/160,subject_7,72.18,79.67,84.91,82.22
1449,OGB/2024/160,subject_1,87.72,44.24,44.04,50.52
1450,OGB/2024/160,subject_5,57.57,47.27,95.55,78.5
1451,OGB/2024/160,subject_4,86.12,72.09,71.22,75.68
1452,OGB/2024/160,subject_9,54.32,78.74,63.54,67.36
1453,OGB/2024/160,subject_2,80.57,68.59,85.37,78.89
1454,OGB/2024/160,subject_6,93.98,92.63,91.35,94.65
1455,OGB/2024/160,subject_8,76.51,88.6,57.24,70.2
1456,OGB/2024/161,subject_13,72.92,44.04,97.69,79.51
1457,OGB/2024/161,subject_25,88.99,57.67,96.84,88.3
1458,OGB/2024/161,subject_21,65.47,78.07,61.8,63.94
1459,OGB/2024/161,subject_6,99.89,55.46,91.29,86.97
1460,OGB/2024/161,subject_26,82.08,94.81,72.5,80.39
1461,OGB/2024/161,subject_22,53.7,89.7,49.07,60.15
1462,OGB/2024/161,subject_16,76.33,81.98,88.17,86.41
1463,OGB/2024/161,subject_24,65.09,74.99,94.88,84.3
1464,OGB/2024/162,subject_1,84.11,61.1,65.26,70.86
1465,OGB/2024/162,subject_8,99.79,93.16,43.4,66.66
1466,OGB/2024/162,subject_3,64.4,99.88,43.09,59.02
1467,OGB/2024/162,subject_4,96.05,98.25,57.27,71.99
1468,OGB/2024/162,subject_10,55.15,88.14,70.16,68.78
1469,OGB/2024/162,subject_7,74.11,98.82,77.32,82.74
1470,OGB/2024/162,subject_5,94.68,77.26,44.52,63.17
1471,OGB/2024/162,subject_9,97.02,65.95,85.76,85.92
1472,OGB/2024/163,subject_5,74.76,81.95,61.95,66.16
1473,OGB/2024/163,subject_27,98.24,53.14,94.9,86.33
1474,OGB/2024/163,subject_18,78.93,51.9,55.34,61.09
1475,OGB/2024/163,subject_15,59.35,98.39,72.9,72.82
1476,OGB/2024/163,subject_16,74.44,63.84,55.17,62.23
1477,OGB/2024/163,subject_23,88.3,65.94,93.2,87.45
1478,OGB/2024/163,subject_6,87.6,85.02,77.7,79.23
