student_id,subject_id,evaluation_date,comments,point
OGB/2024/134,subject_5,2024-10-12,Good performance,8
OGB/2024/134,subject_21,2024-10-13,Excellent performance,10
OGB/2024/134,subject_25,2024-10-10,Very bad performance,0
OGB/2024/134,subject_23,2024-10-07,Below average performance,2
OGB/2024/134,subject_28,2024-10-15,Good performance,8
OGB/2024/134,subject_26,2024-10-13,Below average performance,2
OGB/2024/134,subject_24,2024-10-09,Excellent performance,10
OGB/2024/134,subject_15,2024-10-06,Good performance,8
OGB/2024/134,subject_18,2024-09-18,Fair performance,6
OGB/2024/135,subject_28,2024-10-02,Average performance,4
OGB/2024/135,subject_23,2024-10-15,Excellent performance,10
OGB/2024/135,subject_26,2024-09-25,Very bad performance,0
OGB/2024/135,subject_5,2024-10-08,Very bad performance,0
OGB/2024/135,subject_15,2024-10-15,Average performance,4
OGB/2024/135,subject_29,2024-10-08,Excellent performance,10
OGB/2024/135,subject_14,2024-10-18,Good performance,8
OGB/2024/135,subject_1,2024-10-17,Excellent performance,10
OGB/2024/135,subject_13,2024-10-12,Below average performance,2
OGB/2024/135,subject_18,2024-10-07,Average performance,4
OGB/2024/136,subject_28,2024-10-16,Excellent performance,10
OGB/2024/136,subject_15,2024-10-05,Excellent performance,10
OGB/2024/136,subject_21,2024-10-03,Fair performance,6
OGB/2024/136,subject_6,2024-09-21,Very bad performance,0
OGB/2024/136,subject_2,2024-09-20,Fair performance,6
OGB/2024/136,subject_14,2024-09-25,Excellent performance,10
OGB/2024/136,subject_23,2024-09-18,Average performance,4
OGB/2024/136,subject_22,2024-10-11,Average performance,4
OGB/2024/136,subject_13,2024-10-07,Very bad performance,0
OGB/2024/137,subject_28,2024-10-06,Fair performance,6
OGB/2024/137,subject_5,2024-09-23,Excellent performance,10
OGB/2024/137,subject_25,2024-10-08,Excellent performance,10
OGB/2024/137,subject_24,2024-10-11,Very bad performance,0
OGB/2024/137,subject_26,2024-10-02,Below average performance,2
OGB/2024/137,subject_16,2024-10-03,Fair performance,6
OGB/2024/137,subject_1,2024-10-12,Good performance,8
OGB/2024/137,subject_27,2024-09-19,Below average performance,2
OGB/2024/137,subject_15,2024-09-25,Average performance,4
OGB/2024/137,subject_18,2024-10-10,Below average performance,2
OGB/2024/138,subject_4,2024-10-07,Fair performance,6
OGB/2024/138,subject_8,2024-09-28,Very bad performance,0
OGB/2024/138,subject_5,2024-10-13,Excellent performance,10
OGB/2024/138,subject_1,2024-10-12,Good performance,8
OGB/2024/138,subject_3,2024-10-12,Fair performance,6
OGB/2024/138,subject_7,2024-10-09,Excellent performance,10
OGB/2024/138,subject_10,2024-09-27,Below average performance,2
OGB/2024/138,subject_6,2024-10-14,Fair performance,6
OGB/2024/138,subject_9,2024-09-27,Very bad performance,0
OGB/2024/138,subject_2,2024-09-27,Excellent performance,10
OGB/2024/139,subject_7,2024-10-07,Excellent performance,10
OGB/2024/139,subject_3,2024-09-25,Very bad performance,0
OGB/2024/139,subject_8,2024-10-09,Excellent performance,10
OGB/2024/139,subject_6,2024-10-11,Excellent performance,10
OGB/2024/139,subject_9,2024-10-04,Excellent performance,10
OGB/2024/139,subject_4,2024-10-08,Below average performance,2
OGB/2024/139,subject_2,2024-09-21,Below average performance,2
OGB/2024/139,subject_10,2024-10-02,Excellent performance,10
OGB/2024/140,subject_6,2024-10-18,Very bad performance,0
OGB/2024/140,subject_9,2024-09-26,Very bad performance,0
OGB/2024/140,subject_2,2024-10-09,Very bad performance,0
OGB/2024/140,subject_4,2024-09-25,Excellent performance,10
OGB/2024/140,subject_10,2024-10-12,Good performance,8
OGB/2024/140,subject_8,2024-10-12,Good performance,8
OGB/2024/140,subject_1,2024-10-01,Excellent performance,10
OGB/2024/140,subject_7,2024-10-02,Excellent performance,10
OGB/2024/140,subject_5,2024-09-23,Below average performance,2
OGB/2024/141,subject_27,2024-09-22,Excellent performance,10
OGB/2024/141,subject_5,2024-10-17,Below average performance,2
OGB/2024/141,subject_26,2024-09-26,Fair performance,6
OGB/2024/141,subject_22,2024-10-15,Average performance,4
OGB/2024/141,subject_29,2024-09-28,Excellent performance,10
OGB/2024/141,subject_16,2024-09-30,Good performance,8
OGB/2024/141,subject_23,2024-10-07,Good performance,8
OGB/2024/141,subject_21,2024-10-11,Excellent performance,10
OGB/2024/141,subject_13,2024-10-11,Very bad performance,0
OGB/2024/141,subject_28,2024-10-08,Fair performance,6
OGB/2024/142,subject_23,2024-09-28,Below average performance,2
OGB/2024/142,subject_27,2024-09-20,Excellent performance,10
OGB/2024/142,subject_22,2024-10-10,Very bad performance,0
OGB/2024/142,subject_1,2024-09-21,Fair performance,6
OGB/2024/142,subject_14,2024-09-28,Excellent performance,10
OGB/2024/142,subject_24,2024-10-17,Excellent performance,10
OGB/2024/142,subject_5,2024-09-27,Excellent performance,10
OGB/2024/142,subject_16,2024-09-29,Excellent performance,10
OGB/2024/143,subject_3,2024-10-15,Excellent performance,10
OGB/2024/143,subject_2,2024-10-05,Below average performance,2
OGB/2024/143,subject_4,2024-10-06,Excellent performance,10
OGB/2024/143,subject_5,2024-10-10,Very bad performance,0
OGB/2024/143,subject_8,2024-10-17,Good performance,8
OGB/2024/143,subject_1,2024-10-15,Excellent performance,10
OGB/2024/143,subject_6,2024-10-17,Excellent performance,10
OGB/2024/143,subject_7,2024-09-30,Fair performance,6
OGB/2024/143,subject_10,2024-10-02,Very bad performance,0
OGB/2024/144,subject_5,2024-10-15,Excellent performance,10
OGB/2024/144,subject_3,2024-09-28,Very bad performance,0
OGB/2024/144,subject_2,2024-10-09,Excellent performance,10
OGB/2024/144,subject_4,2024-09-18,Good performance,8
OGB/2024/144,subject_1,2024-09-19,Very bad performance,0
OGB/2024/144,subject_6,2024-10-13,Fair performance,6
OGB/2024/144,subject_9,2024-10-06,Good performance,8
OGB/2024/144,subject_10,2024-09-27,Good performance,8
OGB/2024/144,subject_7,2024-09-30,Very bad performance,0
OGB/2024/144,subject_8,2024-09-18,Very bad performance,0
OGB/2024/145,subject_5,2024-10-08,Fair performance,6
OGB/2024/145,subject_3,2024-10-13,Good performance,8
OGB/2024/145,subject_6,2024-09-30,Excellent performance,10
OGB/2024/145,subject_7,2024-09-24,Very bad performance,0
OGB/2024/145,subject_9,2024-09-29,Good performance,8
OGB/2024/145,subject_4,2024-10-15,Fair performance,6
OGB/2024/145,subject_8,2024-10-04,Good performance,8
OGB/2024/145,subject_10,2024-10-02,Fair performance,6
OGB/2024/146,subject_2,2024-10-14,Very bad performance,0
OGB/2024/146,subject_8,2024-09-22,Below average performance,2
OGB/2024/146,subject_1,2024-10-16,Good performance,8
OGB/2024/146,subject_10,2024-10-04,Excellent performance,10
OGB/2024/146,subject_4,2024-10-01,Excellent performance,10
OGB/2024/146,subject_7,2024-10-01,Fair performance,6
OGB/2024/146,subject_3,2024-10-02,Excellent performance,10
OGB/2024/146,subject_5,2024-09-27,Very bad performance,0
OGB/2024/146,subject_6,2024-10-16,Below average performance,2
OGB/2024/146,subject_9,2024-10-02,Good performance,8
OGB/2024/147,subject_6,2024-10-14,Good performance,8
OGB/2024/147,subject_2,2024-10-17,Very bad performance,0
OGB/2024/147,subject_5,2024-10-08,Good performance,8
OGB/2024/147,subject_1,2024-10-14,Fair performance,6
OGB/2024/147,subject_10,2024-09-18,Good performance,8
OGB/2024/147,subject_4,2024-09-30,Excellent performance,10
OGB/2024/147,subject_8,2024-10-12,Fair performance,6
OGB/2024/147,subject_3,2024-10-15,Fair performance,6
OGB/2024/147,subject_9,2024-10-05,Excellent performance,10
OGB/2024/148,subject_14,2024-10-07,Very bad performance,0
OGB/2024/148,subject_21,2024-10-11,Fair performance,6
OGB/2024/148,subject_22,2024-10-04,Very bad performance,0
OGB/2024/148,subject_17,2024-10-06,Very bad performance,0
OGB/2024/148,subject_5,2024-09-30,Very bad performance,0
OGB/2024/148,subject_25,2024-10-03,Below average performance,2
OGB/2024/148,subject_15,2024-10-05,Very bad performance,0
OGB/2024/148,subject_26,2024-10-15,Very bad performance,0
OGB/2024/148,subject_6,2024-10-12,Excellent performance,10
OGB/2024/148,subject_18,2024-10-03,Good performance,8
OGB/2024/149,subject_9,2024-10-17,Very bad performance,0
OGB/2024/149,subject_7,2024-09-21,Very bad performance,0
OGB/2024/149,subject_6,2024-10-04,Very bad performance,0
OGB/2024/149,subject_8,2024-09-19,Fair performance,6
OGB/2024/149,subject_10,2024-10-09,Excellent performance,10
OGB/2024/149,subject_1,2024-10-15,Excellent performance,10
OGB/2024/149,subject_3,2024-10-05,Fair performance,6
OGB/2024/149,subject_4,2024-09-26,Good performance,8
OGB/2024/149,subject_2,2024-09-21,Average performance,4
OGB/2024/150,subject_5,2024-10-02,Good performance,8
OGB/2024/150,subject_2,2024-10-14,Very bad performance,0
OGB/2024/150,subject_22,2024-09-22,Good performance,8
OGB/2024/150,subject_24,2024-10-06,Good performance,8
OGB/2024/150,subject_1,2024-10-01,Average performance,4
OGB/2024/150,subject_13,2024-09-28,Very bad performance,0
OGB/2024/150,subject_25,2024-09-25,Average performance,4
OGB/2024/150,subject_27,2024-10-07,Below average performance,2
OGB/2024/150,subject_21,2024-09-28,Excellent performance,10
OGB/2024/150,subject_28,2024-10-18,Good performance,8
OGB/2024/151,subject_7,2024-09-21,Very bad performance,0
OGB/2024/151,subject_6,2024-10-12,Excellent performance,10
OGB/2024/151,subject_1,2024-10-18,Below average performance,2
OGB/2024/151,subject_10,2024-10-17,Fair performance,6
OGB/2024/151,subject_2,2024-09-23,Below average performance,2
OGB/2024/151,subject_9,2024-09-28,Excellent performance,10
OGB/2024/151,subject_3,2024-09-28,Excellent performance,10
OGB/2024/151,subject_4,2024-09-18,Very bad performance,0
OGB/2024/151,subject_8,2024-09-28,Good performance,8
OGB/2024/152,subject_7,2024-09-26,Below average performance,2
OGB/2024/152,subject_4,2024-10-06,Good performance,8
OGB/2024/152,subject_6,2024-09-19,Fair performance,6
OGB/2024/152,subject_8,2024-10-10,Good performance,8
OGB/2024/152,subject_9,2024-10-17,Excellent performance,10
OGB/2024/152,subject_1,2024-10-16,Average performance,4
OGB/2024/152,subject_10,2024-10-01,Excellent performance,10
OGB/2024/152,subject_3,2024-10-12,Average performance,4
OGB/2024/152,subject_5,2024-09-26,Very bad performance,0
OGB/2024/153,subject_7,2024-10-06,Excellent performance,10
OGB/2024/153,subject_4,2024-10-17,Very bad performance,0
OGB/2024/153,subject_6,2024-10-08,Excellent performance,10
OGB/2024/153,subject_5,2024-10-18,Average performance,4
OGB/2024/153,subject_9,2024-09-18,Good performance,8
OGB/2024/153,subject_3,2024-09-26,Average performance,4
OGB/2024/153,subject_1,2024-09-28,Excellent performance,10
OGB/2024/153,subject_2,2024-10-11,Average performance,4
OGB/2024/154,subject_29,2024-09-18,Average performance,4
OGB/2024/154,subject_13,2024-10-18,Excellent performance,10
OGB/2024/154,subject_22,2024-10-08,Excellent performance,10
OGB/2024/154,subject_5,2024-09-29,Very bad performance,0
OGB/2024/154,subject_1,2024-10-14,Good performance,8
OGB/2024/154,subject_2,2024-09-21,Excellent performance,10
OGB/2024/154,subject_18,2024-10-17,Good performance,8
OGB/2024/154,subject_23,2024-10-02,Below average performance,2
OGB/2024/154,subject_15,2024-09-21,Very bad performance,0
OGB/2024/155,subject_6,2024-10-18,Fair performance,6
OGB/2024/155,subject_10,2024-09-25,Excellent performance,10
OGB/2024/155,subject_2,2024-09-27,Very bad performance,0
OGB/2024/155,subject_8,2024-10-07,Good performance,8
OGB/2024/155,subject_9,2024-09-23,Fair performance,6
OGB/2024/155,subject_4,2024-09-24,Good performance,8
OGB/2024/155,subject_3,2024-10-01,Very bad performance,0
OGB/2024/155,subject_1,2024-10-06,Below average performance,2
OGB/2024/156,subject_17,2024-10-14,Fair performance,6
OGB/2024/156,subject_1,2024-09-20,Fair performance,6
OGB/2024/156,subject_24,2024-09-28,Very bad performance,0
OGB/2024/156,subject_25,2024-09-21,Good performance,8
OGB/2024/156,subject_14,2024-09-24,Very bad performance,0
OGB/2024/156,subject_5,2024-10-01,Excellent performance,10
OGB/2024/156,subject_18,2024-10-16,Good performance,8
OGB/2024/156,subject_16,2024-09-20,Very bad performance,0
OGB/2024/156,subject_28,2024-10-08,Good performance,8
OGB/2024/157,subject_29,2024-09-26,Below average performance,2
OGB/2024/157,subject_14,2024-10-09,Excellent performance,10
OGB/2024/157,subject_13,2024-09-23,Excellent performance,10
OGB/2024/157,subject_24,2024-09-29,Excellent performance,10
OGB/2024/157,subject_17,2024-10-12,Excellent performance,10
OGB/2024/157,subject_2,2024-09-21,Very bad performance,0
OGB/2024/157,subject_18,2024-09-27,Fair performance,6
OGB/2024/157,subject_28,2024-10-17,Very bad performance,0
OGB/2024/157,subject_21,2024-10-03,Excellent performance,10
OGB/2024/157,subject_15,2024-09-25,Excellent performance,10
OGB/2024/158,subject_4,2024-10-01,Very bad performance,0
OGB/2024/158,subject_5,2024-09-22,Excellent performance,10
OGB/2024/158,subject_3,2024-09-21,Fair performance,6
OGB/2024/158,subject_8,2024-10-05,Excellent performance,10
OGB/2024/158,subject_1,2024-09-30,Fair performance,6
OGB/2024/158,subject_9,2024-09-21,Very bad performance,0
OGB/2024/158,subject_10,2024-09-29,Below average performance,2
OGB/2024/158,subject_6,2024-09-29,Below average performance,2
OGB/2024/159,subject_5,2024-09-27,Excellent performance,10
OGB/2024/159,subject_1,2024-09-23,Very bad performance,0
OGB/2024/159,subject_9,2024-10-10,Below average performance,2
OGB/2024/159,subject_7,2024-09-19,Fair performance,6
OGB/2024/159,subject_4,2024-10-15,Excellent performance,10
OGB/2024/159,subject_10,2024-10-17,Below average performance,2
OGB/2024/159,subject_2,2024-10-13,Excellent performance,10
OGB/2024/159,subject_6,2024-10-07,Fair performance,6
OGB/2024/159,subject_8,2024-10-15,Good performance,8
OGB/2024/159,subject_3,2024-10-12,Very bad performance,0
OGB/2024/160,subject_17,2024-09-21,Excellent performance,10
OGB/2024/160,subject_6,2024-09-29,Fair performance,6
OGB/2024/160,subject_16,2024-10-15,Excellent performance,10
OGB/2024/160,subject_14,2024-09-19,Very bad performance,0
OGB/2024/160,subject_1,2024-10-11,Excellent performance,10
OGB/2024/160,subject_27,2024-09-27,Good performance,8
OGB/2024/160,subject_24,2024-09-24,Fair performance,6
OGB/2024/160,subject_5,2024-10-12,Excellent performance,10
OGB/2024/160,subject_28,2024-09-25,Excellent performance,10
OGB/2024/161,subject_2,2024-10-08,Below average performance,2
OGB/2024/161,subject_6,2024-09-24,Below average performance,2
OGB/2024/161,subject_17,2024-09-28,Good performance,8
OGB/2024/161,subject_1,2024-09-28,Good performance,8
OGB/2024/161,subject_18,2024-10-06,Very bad performance,0
OGB/2024/161,subject_16,2024-10-10,Good performance,8
OGB/2024/161,subject_24,2024-10-06,Excellent performance,10
OGB/2024/161,subject_15,2024-10-07,Excellent performance,10
OGB/2024/161,subject_26,2024-10-13,Below average performance,2
OGB/2024/162,subject_4,2024-10-02,Excellent performance,10
OGB/2024/162,subject_5,2024-10-01,Excellent performance,10
OGB/2024/162,subject_2,2024-09-21,Very bad performance,0
OGB/2024/162,subject_9,2024-09-24,Good performance,8
OGB/2024/162,subject_1,2024-09-26,Excellent performance,10
OGB/2024/162,subject_10,2024-10-09,Fair performance,6
OGB/2024/162,subject_8,2024-09-22,Very bad performance,0
OGB/2024/162,subject_3,2024-10-18,Fair performance,6
OGB/2024/163,subject_7,2024-09-22,Good performance,8
OGB/2024/163,subject_3,2024-10-16,Fair performance,6
OGB/2024/163,subject_4,2024-10-11,Very bad performance,0
OGB/2024/163,subject_6,2024-10-18,Excellent performance,10
OGB/2024/163,subject_2,2024-10-04,Average performance,4
OGB/2024/163,subject_10,2024-10-06,Very bad performance,0
OGB/2024/163,subject_5,2024-10-04,Excellent performance,10
OGB/2024/163,subject_9,2024-09-29,Below average performance,2
OGB/2024/164,subject_9,2024-10-17,Below average performance,2
OGB/2024/164,subject_2,2024-10-13,Below average performance,2
OGB/2024/164,subject_8,2024-09-20,Excellent performance,10
OGB/2024/164,subject_3,2024-09-18,Below average performance,2
OGB/2024/164,subject_7,2024-10-01,Very bad performance,0
OGB/2024/164,subject_1,2024-09-29,Excellent performance,10
OGB/2024/164,subject_5,2024-10-06,Good performance,8
OGB/2024/164,subject_10,2024-09-29,Fair performance,6
OGB/2024/165,subject_27,2024-09-24,Good performance,8
OGB/2024/165,subject_17,2024-10-11,Good performance,8
OGB/2024/165,subject_22,2024-10-13,Fair performance,6
OGB/2024/165,subject_5,2024-09-29,Excellent performance,10
OGB/2024/165,subject_14,2024-10-07,Below average performance,2
OGB/2024/165,subject_15,2024-10-14,Fair performance,6
OGB/2024/165,subject_21,2024-09-29,Fair performance,6
OGB/2024/165,subject_2,2024-10-17,Very bad performance,0
OGB/2024/165,subject_18,2024-09-24,Very bad performance,0
OGB/2024/165,subject_28,2024-09-24,Very bad performance,0
OGB/2024/166,subject_24,2024-10-05,Good performance,8
OGB/2024/166,subject_21,2024-10-12,Excellent performance,10
OGB/2024/166,subject_15,2024-10-17,Good performance,8
OGB/2024/166,subject_6,2024-10-06,Very bad performance,0
OGB/2024/166,subject_28,2024-10-14,Good performance,8
OGB/2024/166,subject_29,2024-09-27,Excellent performance,10
OGB/2024/166,subject_5,2024-10-07,Good performance,8
OGB/2024/166,subject_23,2024-09-19,Excellent performance,10
OGB/2024/166,subject_13,2024-10-12,Good performance,8
OGB/2024/167,subject_14,2024-09-22,Fair performance,6
OGB/2024/167,subject_22,2024-09-26,Fair performance,6
OGB/2024/167,subject_6,2024-09-26,Very bad performance,0
OGB/2024/167,subject_27,2024-10-15,Excellent performance,10
OGB/2024/167,subject_18,2024-10-18,Fair performance,6
OGB/2024/167,subject_26,2024-10-02,Fair performance,6
OGB/2024/167,subject_28,2024-10-13,Excellent performance,10
OGB/2024/167,subject_23,2024-10-16,Good performance,8
OGB/2024/167,subject_24,2024-10-12,Excellent performance,10
OGB/2024/167,subject_16,2024-10-18,Very bad performance,0
OGB/2024/168,subject_5,2024-10-14,Average performance,4
OGB/2024/168,subject_14,2024-09-27,Excellent performance,10
OGB/2024/168,subject_27,2024-10-05,Very bad performance,0
OGB/2024/168,subject_18,2024-10-15,Fair performance,6
OGB/2024/168,subject_21,2024-10-05,Average performance,4
OGB/2024/168,subject_25,2024-10-16,Fair performance,6
OGB/2024/168,subject_24,2024-10-12,Excellent performance,10
OGB/2024/168,subject_29,2024-10-09,Average performance,4
OGB/2024/168,subject_15,2024-10-15,Excellent performance,10
OGB/2024/169,subject_5,2024-10-10,Very bad performance,0
OGB/2024/169,subject_9,2024-09-29,Excellent performance,10
OGB/2024/169,subject_1,2024-09-29,Good performance,8
OGB/2024/169,subject_6,2024-10-01,Good performance,8
OGB/2024/169,subject_3,2024-09-25,Excellent performance,10
OGB/2024/169,subject_4,2024-10-13,Average performance,4
OGB/2024/169,subject_10,2024-09-22,Excellent performance,10
OGB/2024/169,subject_7,2024-09-26,Excellent performance,10
OGB/2024/169,subject_2,2024-10-10,Below average performance,2
OGB/2024/169,subject_8,2024-10-15,Good performance,8
OGB/2024/170,subject_2,2024-10-03,Very bad performance,0
OGB/2024/170,subject_4,2024-10-01,Excellent performance,10
OGB/2024/170,subject_9,2024-09-28,Fair performance,6
OGB/2024/170,subject_10,2024-09-29,Very bad performance,0
OGB/2024/170,subject_8,2024-09-23,Excellent performance,10
OGB/2024/170,subject_7,2024-10-01,Very bad performance,0
OGB/2024/170,subject_6,2024-10-09,Below average performance,2
OGB/2024/170,subject_1,2024-10-02,Good performance,8
OGB/2024/171,subject_5,2024-10-05,Excellent performance,10
OGB/2024/171,subject_2,2024-09-24,Very bad performance,0
OGB/2024/171,subject_8,2024-10-01,Very bad performance,0
OGB/2024/171,subject_7,2024-09-28,Below average performance,2
OGB/2024/171,subject_6,2024-09-22,Very bad performance,0
OGB/2024/171,subject_3,2024-10-04,Average performance,4
OGB/2024/171,subject_1,2024-10-09,Good performance,8
OGB/2024/171,subject_10,2024-09-24,Good performance,8
OGB/2024/172,subject_2,2024-09-28,Excellent performance,10
OGB/2024/172,subject_5,2024-09-19,Very bad performance,0
OGB/2024/172,subject_10,2024-10-13,Very bad performance,0
OGB/2024/172,subject_8,2024-10-14,Excellent performance,10
OGB/2024/172,subject_7,2024-10-06,Very bad performance,0
OGB/2024/172,subject_4,2024-10-16,Good performance,8
OGB/2024/172,subject_1,2024-10-04,Below average performance,2
OGB/2024/172,subject_3,2024-10-16,Good performance,8
OGB/2024/173,subject_22,2024-10-11,Average performance,4
OGB/2024/173,subject_21,2024-09-18,Excellent performance,10
OGB/2024/173,subject_14,2024-09-22,Good performance,8
OGB/2024/173,subject_18,2024-09-29,Below average performance,2
OGB/2024/173,subject_17,2024-09-25,Good performance,8
OGB/2024/173,subject_15,2024-10-14,Fair performance,6
OGB/2024/173,subject_23,2024-09-21,Average performance,4
OGB/2024/173,subject_6,2024-10-04,Average performance,4
OGB/2024/174,subject_18,2024-10-15,Very bad performance,0
OGB/2024/174,subject_6,2024-09-23,Very bad performance,0
OGB/2024/174,subject_26,2024-09-25,Good performance,8
OGB/2024/174,subject_2,2024-09-21,Very bad performance,0
OGB/2024/174,subject_27,2024-09-23,Good performance,8
OGB/2024/174,subject_15,2024-09-27,Very bad performance,0
OGB/2024/174,subject_28,2024-10-02,Average performance,4
OGB/2024/174,subject_13,2024-10-18,Good performance,8
OGB/2024/174,subject_29,2024-09-30,Excellent performance,10
OGB/2024/174,subject_23,2024-10-05,Excellent performance,10
OGB/2024/175,subject_17,2024-09-19,Below average performance,2
OGB/2024/175,subject_2,2024-10-03,Very bad performance,0
OGB/2024/175,subject_5,2024-10-04,Average performance,4
OGB/2024/175,subject_27,2024-10-15,Very bad performance,0
OGB/2024/175,subject_22,2024-10-08,Good performance,8
OGB/2024/175,subject_6,2024-10-17,Good performance,8
OGB/2024/175,subject_18,2024-09-23,Below average performance,2
OGB/2024/175,subject_24,2024-10-18,Below average performance,2
OGB/2024/175,subject_29,2024-09-19,Excellent performance,10
OGB/2024/176,subject_3,2024-09-29,Fair performance,6
OGB/2024/176,subject_5,2024-10-13,Below average performance,2
OGB/2024/176,subject_4,2024-10-07,Below average performance,2
OGB/2024/176,subject_1,2024-10-12,Excellent performance,10
OGB/2024/176,subject_9,2024-10-11,Good performance,8
OGB/2024/176,subject_7,2024-09-19,Very bad performance,0
OGB/2024/176,subject_6,2024-09-29,Below average performance,2
OGB/2024/176,subject_8,2024-10-04,Excellent performance,10
OGB/2024/177,subject_7,2024-10-16,Excellent performance,10
OGB/2024/177,subject_3,2024-09-27,Very bad performance,0
OGB/2024/177,subject_4,2024-09-23,Below average performance,2
OGB/2024/177,subject_8,2024-10-05,Fair performance,6
OGB/2024/177,subject_9,2024-09-18,Below average performance,2
OGB/2024/177,subject_5,2024-10-04,Excellent performance,10
OGB/2024/177,subject_6,2024-09-30,Very bad performance,0
OGB/2024/177,subject_2,2024-10-08,Excellent performance,10
OGB/2024/177,subject_10,2024-10-01,Very bad performance,0
OGB/2024/177,subject_1,2024-09-28,Excellent performance,10
OGB/2024/178,subject_4,2024-10-07,Good performance,8
OGB/2024/178,subject_10,2024-10-04,Fair performance,6
OGB/2024/178,subject_7,2024-10-04,Excellent performance,10
OGB/2024/178,subject_9,2024-09-29,Fair performance,6
OGB/2024/178,subject_5,2024-09-29,Fair performance,6
OGB/2024/178,subject_1,2024-10-14,Good performance,8
OGB/2024/178,subject_2,2024-09-30,Very bad performance,0
OGB/2024/178,subject_6,2024-09-21,Excellent performance,10
OGB/2024/178,subject_8,2024-09-27,Below average performance,2
OGB/2024/178,subject_3,2024-10-09,Good performance,8
OGB/2024/179,subject_29,2024-10-13,Fair performance,6
OGB/2024/179,subject_27,2024-10-02,Excellent performance,10
OGB/2024/179,subject_5,2024-10-11,Below average performance,2
OGB/2024/179,subject_2,2024-09-19,Excellent performance,10
OGB/2024/179,subject_16,2024-09-23,Excellent performance,10
OGB/2024/179,subject_25,2024-09-26,Very bad performance,0
OGB/2024/179,subject_14,2024-10-06,Excellent performance,10
OGB/2024/179,subject_18,2024-09-27,Excellent performance,10
OGB/2024/180,subject_13,2024-09-24,Good performance,8
OGB/2024/180,subject_21,2024-10-10,Fair performance,6
OGB/2024/180,subject_2,2024-10-17,Below average performance,2
OGB/2024/180,subject_23,2024-10-13,Very bad performance,0
OGB/2024/180,subject_27,2024-10-02,Average performance,4
OGB/2024/180,subject_14,2024-10-03,Excellent performance,10
OGB/2024/180,subject_28,2024-10-01,Excellent performance,10
OGB/2024/180,subject_5,2024-09-18,Very bad performance,0
OGB/2024/180,subject_1,2024-10-17,Excellent performance,10
OGB/2024/181,subject_6,2024-10-01,Average performance,4
OGB/2024/181,subject_13,2024-09-24,Average performance,4
OGB/2024/181,subject_24,2024-10-11,Very bad performance,0
OGB/2024/181,subject_14,2024-09-27,Good performance,8
OGB/2024/181,subject_28,2024-10-08,Below average performance,2
OGB/2024/181,subject_26,2024-09-19,Excellent performance,10
OGB/2024/181,subject_17,2024-10-09,Good performance,8
OGB/2024/181,subject_16,2024-10-01,Excellent performance,10
OGB/2024/181,subject_25,2024-09-28,Average performance,4
OGB/2024/182,subject_18,2024-10-12,Excellent performance,10
OGB/2024/182,subject_26,2024-10-08,Excellent performance,10
OGB/2024/182,subject_25,2024-10-11,Average performance,4
OGB/2024/182,subject_16,2024-10-07,Excellent performance,10
OGB/2024/182,subject_1,2024-10-10,Good performance,8
OGB/2024/182,subject_15,2024-10-01,Fair performance,6
OGB/2024/182,subject_14,2024-09-20,Fair performance,6
OGB/2024/182,subject_6,2024-10-15,Very bad performance,0
OGB/2024/183,subject_18,2024-10-07,Very bad performance,0
OGB/2024/183,subject_27,2024-10-02,Very bad performance,0
OGB/2024/183,subject_22,2024-09-25,Excellent performance,10
OGB/2024/183,subject_5,2024-09-26,Excellent performance,10
OGB/2024/183,subject_14,2024-09-25,Very bad performance,0
OGB/2024/183,subject_25,2024-09-29,Good performance,8
OGB/2024/183,subject_17,2024-10-04,Very bad performance,0
OGB/2024/183,subject_23,2024-10-13,Very bad performance,0
OGB/2024/184,subject_21,2024-10-09,Fair performance,6
OGB/2024/184,subject_24,2024-10-01,Good performance,8
OGB/2024/184,subject_29,2024-10-01,Very bad performance,0
OGB/2024/184,subject_25,2024-10-02,Below average performance,2
OGB/2024/184,subject_5,2024-10-16,Excellent performance,10
OGB/2024/184,subject_26,2024-09-27,Fair performance,6
OGB/2024/184,subject_15,2024-10-05,Below average performance,2
OGB/2024/184,subject_14,2024-10-08,Very bad performance,0
OGB/2024/185,subject_5,2024-09-25,Excellent performance,10
OGB/2024/185,subject_7,2024-10-16,Excellent performance,10
OGB/2024/185,subject_2,2024-10-07,Good performance,8
OGB/2024/185,subject_3,2024-09-28,Fair performance,6
OGB/2024/185,subject_10,2024-10-06,Very bad performance,0
OGB/2024/185,subject_4,2024-09-19,Very bad performance,0
OGB/2024/185,subject_9,2024-10-11,Fair performance,6
OGB/2024/185,subject_8,2024-09-22,Below average performance,2
OGB/2024/185,subject_1,2024-09-28,Excellent performance,10
OGB/2024/185,subject_6,2024-10-06,Good performance,8
OGB/2024/186,subject_2,2024-09-19,Below average performance,2
OGB/2024/186,subject_3,2024-10-18,Below average performance,2
OGB/2024/186,subject_4,2024-10-08,Very bad performance,0
OGB/2024/186,subject_1,2024-10-05,Below average performance,2
OGB/2024/186,subject_6,2024-09-28,Good performance,8
OGB/2024/186,subject_9,2024-09-22,Excellent performance,10
OGB/2024/186,subject_10,2024-10-09,Very bad performance,0
OGB/2024/186,subject_7,2024-10-16,Fair performance,6
OGB/2024/187,subject_25,2024-10-09,Very bad performance,0
OGB/2024/187,subject_6,2024-09-22,Good performance,8
